id,owner_id,group_name,title,description,duration,date,views,comments,player,can_like,can_repost,can_dislike,is_pinned,album_video_percent
456239651,-211229778,Женский форум,Женский Форум #69 | Мама Вари,"Готовьте дома уникальные блюда по рецептам проекта «Русский завтрак» на основе натуральной молочной продукции «ЭкоНива»: https://russkiyzavtrak.ru/ Ее, а также другие ингредиенты вы сможете приобрести в торговых центрах METRO: https://goo.su/Vbl1W
Erid: 2Vtzqwc4WZ1

С 28 октября по 14 ноября пройдёт главная распродажа 11.11 на Ozon. Исключительные скидки до 85% и суперогромный выбор желанного — от косметики до электроники. Главное — вовремя купить: https://ozon.ru/t/DlB2VRw
Erid: 2Vtzqw88X6T

Прокладки Либресс - твоя надёжная защита от протеканий днём и ночью. Теперь в обновлённом дизайне! https://clck.ru/3DviMW
Erid: 2VtzqxFh8nE

Экономьте на поездках в пиковые часы. Такси-лоукостер Везёт. https://bit.ly/3TBB3N5
erid: 2VtzqxdhpYz

Смотреть «Женский форум» с крашем намного приятнее. Найди вторую половинку в приложении VK Знакомства: https://trk.mail.ru/c/bf5ag9 erid:  2VtzqvBTSG2

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
05:06 «Намекаю мужчине на вирт, а он спрашивает рецепт русского салата»  
20:50 «Мужик после секса в поле бросил со сломанным авто»  
58:20 «Дочь совсем обленилась!»

Эксклюзивно в VK Видео.",4848,1729155600,6542428,845,https://vk.com/video_ext.php?oid=-211229778&id=456239651&hash=59c37a48c451c8f5&__ref=vk.api&api_hash=17411320626f63cca5bf18c854f6_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239640,-211229778,Женский форум,Женский Форум #68,"Авито Селект — ваш личный помощник в покупке авто https://vk.cc/cBF5X5
Erid: 2VtzqvvNLFj

Используй промокод на скидку 15% ZHENFORUM15 для заказа бренда NUME на сайте Lamoda - https://bit.ly/47TreA7
Действует до 3 ноября
Erid: 2VtzqwMUSED

В Магнит Косметик есть все, что нужно девушкам - косметика, уход, новинки, эко-средства и многое другое. Для разной тебя - один Магнит Косметик! https://cosmetic.magnit.ru/
Реклама www.magnit.ru erid: 2VtzqxYyQLY

Если он смотрит «Женский форум» — это уже зелёный флаг. Найди того, кто любит те же шоу, что и ты, в приложении VK Знакомства: https://trk.mail.ru/c/n9x4y3 erid: 2VtzquYPQjU

Варя Щербакова https://vk.com/varjauletela_group
Наташа Борисова https://vk.com/borisovaclub
Оля Парфенюк https://vk.com/oparfenyuk
Саша Муратова https://vk.com/muratovasasha

«Женский Форум» ВКонтакте https://vk.com/zhenforum 

2:35 Арбуз портит мне секс
23:35 Со мной связался певец 
43:31 Муж понял с кем живет
56:48 Можно ли сглазить вибратор

Эксклюзивно в VK Видео.",3815,1727946000,5608545,714,https://vk.com/video_ext.php?oid=-211229778&id=456239640&hash=5071fd4f56307801&__ref=vk.api&api_hash=17411320621625471789ca5945c5_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239624,-211229778,Женский форум,Женский Форум #67 | Роман Косицын,"Ozon запустил мощную выгоду на Большой распродаже электроники до 24 сентября! Турбоскидки до 80% на множество товаров — ноутбуки, посудомойки, фены, стайлеры: https://ozon.ru/t/kYLrl01
Erid: 2VtzqumJjkj

Придумывайте сами, что вам хотеть с надежным банком и финансовыми технологиями МТС Деньги. Хотите в путешествие или новые девайсы — оплатите их кредитной картой МТС Деньги с беспроцентным периодом 415 дней. А хотите — получайте кешбэк 5% за покупки в супермаркетах и 30% за оплату связи с дебетовой картой МТС Деньги: https://vk.cc/cAyhlF
erid: 2VtzqwUm2B1

Профессиональный уход Metal Detox для окрашенных волос
https://vk.cc/cAoV5m
Erid: 2Vtzqvgngxo

Концерт Романа Косицына «Одиночество на площади» https://vk.com/video-211231029_456239516

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

Роман Косицын https://vk.com/roman_kositsyn

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
23:04 «Меня преследует душнила»  
37:00 «Хочу быть под каблучком у жены»  
56:05 «Дети – не пупы земли»",4528,1726390800,5399203,1035,https://vk.com/video_ext.php?oid=-211229778&id=456239624&hash=350f655d9f6c8f9f&__ref=vk.api&api_hash=1741132062b563b5f757303c4c34_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239610,-211229778,Женский форум,Женский Форум #66 | Юлия Ахмедова,"Сериал «Комбинация» — яркая и трогательная история легендарной группы со звездным актерским составом. Смотрите только на Wink:  https://vk.cc/cAnTaB
Erid: 2Vtzqwf5Fux

Настрой свой день с энергетиком Актибо и выбери напиток с необходимым уровнем энергии: https://actibo.ru
erid: 2VtzqxQfA46

Получайте кешбэк до 48% за покупки в «Пятёрочке» и «Перекрёстке» с сервисом лояльности Апельсин: https://vk.cc/czFnry
Erid: 2VtzqwifAPw 

Гастрольный тур Юлии Ахмедовой https://akhmedova-tour.com/

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

Юлия Ахмедова https://vk.com/yulia_akhmedova 

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
22:34 «Парень упал в люк»  
43:03 «Мой любовник - строитель»

Эксклюзивно в VK Видео.",3855,1725613200,5951056,1501,https://vk.com/video_ext.php?oid=-211229778&id=456239610&hash=1dae09420ac6f063&__ref=vk.api&api_hash=17411320621ca1ba89bbb1996f79_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239599,-211229778,Женский форум,Женский Форум #65 | Сергей Матвиенко,"Готовимся к осени со скидками до 70% на Яндекс Маркете https://vk.cc/czFqbn
Erid: 2VtzqvhNGMj

Попробуй новинку от JOONIES - супервпитывающие гигиенические прокладки, которые отлично защищают всю ночь! Промокод на скидку 10% на все прокладки Joonies на Озон (продавец ООО ""Евразия"") SUPERPADS10 действует до 31.09.2024 по ссылке: https://clck.ru/3BvsPM
ERID 2VtzqwtYZ7G

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

Сергей Матвиенко https://vk.com/club_276560

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
09:12 «Интимные тату у парня»  
24:34 «Уместно ли на сз просить мужчину пройти IQ-тест»
42:51 «Свидание с вдовой»
49:07 «Запор из-за парня»",3715,1724317200,3613327,933,https://vk.com/video_ext.php?oid=-211229778&id=456239599&hash=2f07c1d49f4efa82&__ref=vk.api&api_hash=17411320626c23075870ecc1e163_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239588,-211229778,Женский форум,Женский Форум #64,"Промокод BALTIKA0 дает скидку 30% в Самокате на покупку двух любых банок фруктовой Балтики 0.

Подробнее по ссылке: https://advertising.link/erid_2VtzquYFQyh

Реклама. ООО «Пивоваренная компания «Балтика», ИНН 7802849641

На Туту можно купить билеты на самолёт, поезд, автобус, чтобы уехать в отпуск или на выходные. Путешествуйте с Туту https://vk.cc/cyVNTr 
Реклама. erid: 2VtzqxZ6uQ6

Эксклюзивно в VK Видео.

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
02:50 «Куда пропали все волосатые женщины?»  
15:44 «Узнала кто был муж в прошлой жизни»
28:20 «Кто так избаловал мужчин?»
40:29 «Слэнг дочери»
46:53 «Парень засовывает пальцы мне в рот, НЕ во время секса»",3170,1723107600,5443669,654,https://vk.com/video_ext.php?oid=-211229778&id=456239588&hash=480cbcfe05396150&__ref=vk.api&api_hash=17411320624090489dd860ecbf7f_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239575,-211229778,Женский форум,Женский Форум #63 | Ида Галич,"Накопительный ВТБ-счет со ставкой до 19% годовых. Достигайте своих целей быстрее! 
Откройте накопительный ВТБ-Счет: https://vk.cc/cyAZVT
Erid: 2VtzqutvUXc

Этим летом модно радоваться! Покупай Cola и другие лимонады Черноголовка, регистрируй чеки на сайте и выигрывай стильный мерч и гаджеты! Улыбайся и для радости скорее открывайся вместе с Черноголовкой! https://vk.cc/cym6D4
Erid: 2Vtzqx5F9yK

Эксклюзивно в VK Видео.

Ида Галич https://vk.com/galichidaa

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
19:43 «Стала меньше говорить и о чудо»  
33:48 «Навели порчу – нравятся только богатые девушки»
48:55 «Парень рычит в постели»",3716,1721898000,3502985,823,https://vk.com/video_ext.php?oid=-211229778&id=456239575&hash=a02d7443ac041af4&__ref=vk.api&api_hash=1741132062203762b2781a1ab4be_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239558,-211229778,Женский форум,Женский Форум #62,"С МТС Travel можно путешествовать чаще! Бронируйте отель, получайте кэшбек 20%, а с подпиской МТС Premium целых 25% без ограничений по сумме и используйте его для следующих поездок. А по промокоду ФОРУМ24 получайте скидку 20% на первое бронирование отеля на МТС Travel: https://vk.cc/cxWTOO
Erid: 2Vtzqvqw449

Эксклюзивно в VK Видео.

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
15:03 «При пополаме - возможен только петтинг»  
26:52 «Девушки, хотите парня робота?»
49:23 «Парень стесняется передо мной»",4128,1720688400,7171401,1290,https://vk.com/video_ext.php?oid=-211229778&id=456239558&hash=0f518ee91027854c&__ref=vk.api&api_hash=174113206293abcf5893caa2721e_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239549,-211229778,Женский форум,Женский Форум #61 | Антон Шастун,"Выбирайте категории с повышенным кешбэком бонусами СберСпасибо и обменивайте их на скидку до 99%: https://s.sber.ru/VJV8wd
Erid: 2VtzqwfbPEx

Используй промокод Ооооо! на скидку 5% на бронирование отелей и квартир на Островке и получи шанс выиграть 100% кешбэк за летний отдых реальными деньгами!
https://vk.cc/cxY3pn
Erid: 2VtzqwQemoW

Новые телевизоры Sber Line S: https://vk.cc/cxLip2
Erid: 2VtzqxTYnsn

Эксклюзивно в VK Видео.

Антон Шастун https://vk.com/shastoon.channel

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
13:55 «Парень высокого роста не должен много зарабатывать»  
30:26 «Муж интриган горе или счастье?»
39:32 «Почему очередь в женский туалет длиннее чем в мужской?»
53:01 «Помогите разгадать “стоп-слово”»",3753,1719478800,10399351,967,https://vk.com/video_ext.php?oid=-211229778&id=456239549&hash=0b3c6ad19340bae4&__ref=vk.api&api_hash=174113206275308a571ce6d05573_GMZDANZRGM2TCOA,1,1,1,False,96.2
456239541,-211229778,Женский форум,Женский Форум #60,"Новые телевизоры Sber Line S: https://vk.cc/cxIaNh
Erid: 2VtzqxXxJVV

Подключить безлимитный Диск с тарифом Яндекс 360 Премиум: https://vk.cc/cxJ98n
Erid: 2Vtzqx3hqrP

Absolut Repair Molecular. Восстановление очень поврежденных волос: https://vk.cc/cx8PdA
Erid: 2VtzqutpjHZ

Эксклюзивно в VK Видео.

Варя Щербакова https://vk.com/varjauletela 
Наташа Борисова https://vk.com/natavshoke   
Оля Парфенюк https://vk.com/olya.parfenyuk   
Саша Муратова https://vk.com/maleksandrad   

«Женский Форум» ВКонтакте https://vk.com/zhenforum  

00:00 Начало  
12:02 «Унижение со стороны мастеров красоты»  
32:14 «Отношения. Почему парень во время минета начал сидеть в телефоне?»
39:26 «Мой парень съедает ВСЁ»
55:19 «Парень копит на развод не известно с кем»",3898,1718701200,5453553,503,https://vk.com/video_ext.php?oid=-211229778&id=456239541&hash=afd7690dcb77de94&__ref=vk.api&api_hash=1741132062997ef6004e05ec445b_GMZDANZRGM2TCOA,1,1,1,False,96.2
